"top_sand_initial_percent","bot_sand_initial_percent","top_clay_initial_percent","bot_clay_initial_percent","Csom_initial_gCm2","Csom_initial_unc_gCm2","Csom_initial_obs_unc_gCm2","Csom_initial_mod_unc_gCm2"
24.1183319091797,28.9357147216797,61.158748626709,56.5230369567871,17347,4551.80651702926,4208.29638671875,1734.7
