"run_day","mint_C","maxt_C","swrad_MJm2day","co2_ppm","doy","precip_kgm2s","deforestation_fraction","burnt_area_fraction","mint_21day","dayl_21day","vpd_21day","management_type","avgTemp_C","wind_spd_ms","vpd_Pa"
4048,21.9039951324463,30.4490524291992,17.0178459047923,393.080625,31,7.11012331366102e-05,0.000274230775315888,0,22.116389983041,43759.0855600724,446.033816790098,2,26.1765237808228,1.20003682444803,551.305726677408
4077,21.6511413574219,29.8344868977865,16.7842600310497,393.835333333333,60,0.000111014516866941,0.000256538467230992,0,21.7596375964937,43597.9521825614,422.330889451945,2,25.7428141276042,0.912120682373643,392.592167857458
4108,22.0675807952881,30.2219110488892,16.5566652706617,394.383125,91,0.000119578327389883,0.000274230775315888,0,21.7992217018491,43345.563999061,374.24454488698,2,26.1447459220886,1.00385028077289,387.945058929244
4138,22.6896793488534,30.6790326518397,16.4131561114722,396.122580645161,121,8.4112025947873e-05,0.00026538462127344,0,22.5069278558828,43063.4925300801,363.882258417257,2,26.6843560003466,1.00070444374315,369.432039714653
4169,22.8841320037842,30.736155128479,16.5668107667433,396.7225,152,6.36024108359811e-05,0.000274230775315888,0,22.864077549889,42806.228562319,397.401289964497,2,26.8101435661316,1.07303695951123,396.288087813732
4199,21.966442280431,31.0943384970388,17.0814813566996,395.743225806452,182,3.68909417208134e-05,0.00026538462127344,0,22.3588809433804,42640.4268016917,454.361242845475,2,26.5303903887349,0.920112160124606,426.705982242909
4230,21.8980308532715,31.5673614501953,18.2903538265894,394.4021875,213,3.70922267052111e-05,0.000274230775315888,0,21.7083727337065,42639.4297007785,527.840471259822,2,26.7326961517334,0.845199890609365,496.542669721626
4261,22.5884233474732,32.8042007446289,19.5413826322189,392.4515625,244,1.72061859358012e-05,0.000274230775315888,0,22.5101258686611,42806.228562319,612.172308235805,2,27.696312046051,1.08889885665849,598.527712723041
4291,23.1317432034401,32.7907693186114,20.9153475928417,391.151290322581,274,1.1827339756769e-05,0.00026538462127344,0,22.8866747221822,43063.4925300801,705.977850612592,2,27.9612562610257,1.38784524659446,630.244663734867
4322,23.5015483856201,33.2340160369873,20.3014568289251,391.051875,305,1.56213632371752e-05,0.000274230775315888,0,23.4022711163475,43345.563999061,726.018813032149,2,28.3677822113037,1.23422693554312,749.143875283455
4352,23.5603232106855,33.5261258033015,18.8469091528533,392.917741935484,335,2.80468471596528e-05,0.00026538462127344,0,23.5305862450197,43601.3567059108,781.534559799978,2,28.5432245069935,1.05764056243483,757.681751998548
4383,22.1399026870728,31.3081747055054,17.4538505694306,394.2975,366,5.64968731490386e-05,0.00026538462127344,0,22.5562985556467,43762.0088377366,607.525606964238,2,26.7240386962891,1.04974404280074,691.670131926074
4414,22.4564043045044,31.0434232711792,17.0948909303654,395.5121875,31,7.83098758254782e-05,3.88351655891421e-05,0,22.3622075762068,43758.8119473318,426.188337876956,2,26.7499137878418,1.10815878107678,467.902739995176
4442,22.3365680563039,30.4308568494073,16.9205614523591,396.756896551724,59,0.000124224594670575,3.50769237579348e-05,0,22.3970889237127,43601.8542087828,392.128231319263,2,26.3837124528556,1.1190756165005,381.280240315103
4473,22.5565734863281,30.6719480514527,16.6790717045815,397.4103125,90,0.000129515855297961,3.88351655891421e-05,0,22.5231194995699,43354.6571697198,384.686744269527,2,26.6142607688904,1.02470626670402,406.911128469855
4503,22.8938261955016,30.9956515404486,16.4478402428683,398.378387096774,120,0.000146841751133403,3.7582418312073e-05,0,22.7704720820882,43072.6411441706,381.083260243747,2,26.944738867975,0.987257937254805,384.695431802491
4534,22.8791509628296,30.6881538391114,16.6860568754798,399.7371875,151,0.000107974851476523,3.88351655891421e-05,0,22.9308273042951,42813.6495945508,331.985442822958,2,26.7836524009705,0.938956337122363,319.344893688292
4564,22.3369916362147,31.5576691658266,17.1851651566027,398.638064516129,181,3.49009693633072e-05,3.7582418312073e-05,0,22.5159593245218,42643.5395060741,434.002164630899,2,26.9473304010207,0.969657913210892,428.074882478717
4595,21.7082944869995,31.1931367874146,17.8808800515319,397.36,212,6.33159507065026e-05,3.88351655891421e-05,0,21.8453819910686,42636.5990642734,473.948801238075,2,26.4507156372071,0.843655203236267,430.031642165447
4626,22.431356048584,32.4351650238037,19.7233775600552,395.26625,243,2.48339071239666e-05,3.88351655891421e-05,0,22.2116675876436,42798.9046728006,566.080371183074,2,27.4332605361939,0.883959986051195,574.297266599078
4656,22.7630209645918,33.0241323163432,20.5377546605315,393.506451612903,273,1.52032630803182e-05,3.7582418312073e-05,0,22.5959699920795,43054.3683484703,589.805081301179,2,27.8935766404675,1.12064026982614,550.035837804312
4687,23.5435806274414,33.1836458206177,20.281004007887,393.6921875,304,1.90250532043413e-05,3.88351655891421e-05,0,23.321973782494,43336.4445042425,731.24444412848,2,28.3636132240296,1.20064459065907,700.190638551763
4717,22.4482754615046,32.3674412881174,18.7871724635633,395.112903225806,334,3.0883822219844e-05,3.7582418312073e-05,0,22.8277866252191,43594.024850437,655.905634161925,2,27.407858374811,1.09146700835516,715.751467911683
4748,22.8777328491211,32.3332744598389,17.5589310738049,396.7875,365,3.68497258194205e-05,3.88351655891421e-05,0,22.7737869807652,43759.0855600724,619.696146723213,2,27.60550365448,1.10169911751291,630.258376366352
4779,22.5167270660401,30.9540592193604,17.2632157538646,397.8184375,31,5.68780475870806e-05,8.92527427672726e-05,0,22.6376921154204,43759.0855600724,496.499528634124,2,26.7353931427002,1.0898604207905,557.894502621329
4807,21.9946007037985,30.223001624798,16.9878558186798,398.004482758621,59,0.00012326537755905,8.06153805639881e-05,0,22.1415974133121,43601.8542087828,393.805799166334,2,26.1088011642983,0.951007027757065,414.549080217406
4838,22.3204732894898,30.4051738739014,16.6094460522862,399.715,90,0.000134488317042541,8.92527427672726e-05,0,22.207164655413,43354.6571697198,386.113092127565,2,26.3628235816956,1.03071454749443,368.393726708055
4868,22.6614899666079,30.6868264475177,16.3034882288943,401.328064516129,120,0.000125575429669092,8.63736220328444e-05,0,22.5525602607317,43072.6411441706,400.561804889299,2,26.6741582070628,0.927649935286853,391.846946995133
4899,22.9825988769531,30.5179487228394,16.493855063397,401.7675,151,0.000105441619909677,8.92527427672726e-05,0,22.911698005313,42813.6495945508,372.046149669396,2,26.7502737998963,0.800945279886946,388.770127959127
4929,22.3847703503025,31.2588469474547,16.7927504118464,401.267096774194,181,8.38574100196243e-05,8.63736220328444e-05,0,22.6247578657535,42643.5395060741,431.012166701529,2,26.8218086488786,0.899467877082286,400.363681327101
4960,22.0918632507324,31.668042755127,18.05313415035,399.1671875,212,3.79091209143893e-05,8.92527427672726e-05,0,22.1604871568226,42636.5990642734,501.762161590396,2,26.8799530029297,0.97420651227003,471.75490724804
4991,23.1175828933716,32.5184322357178,19.66146817688,397.0946875,243,1.88970946467008e-05,8.92527427672726e-05,0,22.7893541699364,42798.9046728006,632.631307485407,2,27.8180075645447,1.0235387806315,572.577146636204
5021,23.3255258867818,33.5822299095892,20.6548199656301,395.433225806452,273,2.14039419681126e-05,8.63736220328444e-05,0,23.2179569086172,43054.3683484703,700.976905735883,2,28.4538778981855,1.29507245375745,684.317720240016
5052,23.4494358062744,32.5510860443115,20.3023375666117,396.0096875,304,1.77187675162692e-05,8.92527427672726e-05,0,23.4916294461205,43336.4445042425,815.630220436244,2,28.000260925293,1.24768384499475,819.077005860319
5082,23.4220805506553,33.2819969915575,19.027665319365,397.239677419355,334,1.77310431523708e-05,8.63736220328444e-05,0,23.4807176628054,43594.024850437,720.504098780052,2,28.3520387711064,1.36829850828696,738.593071156515
5113,23.2509094238281,32.3794618606568,17.6738076346143,398.8590625,365,3.33897505481952e-05,8.92527427672726e-05,0,23.2614509310042,43759.0855600724,657.975931216631,2,27.8151856422425,1.35400584328454,693.299445586817
5144,22.3884292602539,30.9122835159302,17.0863825867398,399.9465625,31,6.03904973012754e-05,0.000108329672302416,0,22.6059642791748,43759.0855600724,544.296866913337,2,26.6503563880921,1.0510838428745,618.563019472274
5172,22.3381539180361,30.6351657209726,17.0006662300789,400.269655172414,59,9.17864503875036e-05,9.78461556279888e-05,0,22.3827096322096,43601.8542087828,436.077124778863,2,26.4866598195043,1.09169298384724,402.188352688457
5203,22.0004545211792,30.1676727294922,16.4942617302193,401.500625,90,0.000147528578944677,0.000108329672302416,0,22.0864283970424,43354.6571697198,344.294929079359,2,26.0840636253357,0.975726634984312,397.735002762839
5233,22.5482195454259,30.7438057191911,16.2873668355763,403.223870967742,120,0.000132345333590162,0.000104835166744274,0,22.3100647253925,43072.6411441706,379.521267986014,2,26.6460126323085,1.04108811308059,356.216077625542
5264,22.9530979156494,30.6797567367554,16.6221805994165,403.93875,151,0.000103831450666877,0.000108329672302416,0,22.8075642177037,42813.6495945508,363.972529806456,2,26.8164273262024,0.922380499308929,348.396447598087
5294,22.4130138766381,31.5044406029486,17.1918625884296,402.837419354839,181,4.70320426661574e-05,0.000104835166744274,0,22.6890435894147,42643.5395060741,443.341464639891,2,26.9587272397933,0.991639232082713,422.021415539285
5325,22.3955513000489,32.0591550827027,18.035804474549,401.3565625,212,6.09839085424877e-05,0.000108329672302416,0.00222222227603197,22.3619470868792,42636.5990642734,527.500381458163,2,27.2273531913758,1.09006362190848,470.812673050601
5356,23.2063718795777,33.5876203536988,19.5213267000162,399.004375,243,9.32373379195881e-06,0.000108329672302416,0,22.9143781480335,42798.9046728006,611.309587310888,2,28.3969961166382,1.26784785662312,587.557479100159
5386,24.3666970529864,34.1615746282762,20.7705778128657,397.671935483871,273,2.45491657094459e-06,0.000104835166744274,0,23.9548156925794,43054.3683484703,799.949564799432,2,29.2641358406313,1.48244853293703,744.62123040248
5417,25.6205488204956,34.9856420516968,20.2952559019563,398.269375,304,8.77547490635774e-06,0.000108329672302416,0,25.2442654927572,43336.4445042425,967.897570957751,2,30.3030954360962,1.78192881331779,788.701634351886
5447,24.5272608603201,34.3711713237147,18.9329783629734,400.099677419355,334,1.68767637319073e-05,0.000104835166744274,0,24.9291625039003,43594.024850437,1036.4264207151,2,29.4492160920174,1.3816529968453,1119.35845321413
5478,24.2495180130005,33.518062210083,17.7097077241351,401.7971875,365,1.56658494358478e-05,0.000108329672302416,0.00333333341404796,24.4864921388172,43759.0855600724,918.765373264448,2,28.8837901115418,1.37195720977616,1003.09116250228
5509,24.0338274002075,32.2782903671265,17.0011977638997,402.5378125,31,3.68501087419926e-05,0.000192131863773933,0,24.0473043169295,43759.0855600724,732.235639339948,2,28.156058883667,1.19130069832318,847.047483563634
5538,22.5339294433594,29.3350301106771,16.8482666706898,404.068,60,0.000113324581547195,0.000179736259659486,0,22.9119651673332,43597.9521825614,411.534538118271,2,25.9344797770182,1.30984926049908,439.993741815445
5569,23.2485939025879,31.0089365005493,16.3821742227438,404.8465625,91,0.000162884691895917,0.000192131863773933,0,23.0662096840995,43345.563999061,454.335674342752,2,27.1287652015686,1.10137984983157,451.930031109985
5599,23.3305858981225,31.3076947612147,16.0881780971453,407.366774193548,121,0.000159648615481543,0.00018593406171671,0,23.2381204490837,43063.4925300801,423.69810990539,2,27.3191403296686,1.05682938738215,436.237548620524
5630,23.9051958084107,31.6818948745728,16.4946529564724,407.7115625,152,7.9076661306473e-05,0.000192131863773933,0,23.7471634365264,42806.228562319,396.762723927288,2,27.7935453414917,1.00671300457907,386.947184892704
5660,22.7051990139869,31.9156433105469,17.1052602550142,406.858709677419,182,3.88659457741065e-05,0.00018593406171671,0,23.1405435166601,42640.4268016917,467.190158634607,2,27.3104211622669,0.96032569485326,462.718980484026
5691,22.8236566543579,32.6381517410279,18.3244498458996,404.485625,213,3.57783172369949e-05,0.000192131863773933,0,22.7090084711711,42639.4297007785,544.135023256433,2,27.7309041976929,1.02512356638908,479.354164034712
5722,23.5889354705811,33.3453832626343,19.7037527586516,402.336875,244,2.26447807516644e-05,0.000192131863773933,0,23.396836580549,42806.228562319,669.775251690099,2,28.4671593666077,1.17037261370569,671.513573413261
5752,23.0273090977823,33.1629055884577,20.3805379296464,401.08935483871,274,3.30815176349266e-05,0.00018593406171671,0,23.1976265293479,43063.4925300801,658.612335378866,2,28.09510734312,1.1318743394147,613.583202162203
5783,23.607119178772,33.4252172470093,20.2264834944339,401.573125,305,2.5182646465614e-05,0.000192131863773933,0,23.4581967126755,43345.563999061,719.899789983445,2,28.5161682128906,1.36083480005618,720.544928345945
5813,23.6355441185736,33.747447155368,19.0779913475869,403.486774193548,335,1.39769638953452e-05,0.00018593406171671,0,23.5508620114188,43601.3567059108,678.979182214239,2,28.6914956369708,1.43960952001714,689.22907910525
5844,22.4949766159058,31.6421314239502,17.4213828204146,404.421875,366,0.000112720158674632,0.00018593406171671,0,22.8682994660877,43762.0088377366,632.430176173008,2,27.068554019928,1.28838554152753,715.400815289991
5875,22.1472927093506,30.6163278579712,17.0738752531564,406.11625,31,8.94996619729165e-05,0.000269802189994972,0,22.1945401872908,43758.8119473318,459.487518289366,2,26.3818102836609,1.06293079955503,474.635862719118
5903,22.2846071440598,30.3709645238416,16.7742959851278,406.45,59,8.51150951247276e-05,0.00024369230064062,0,22.3433511267351,43601.8542087828,419.13235819413,2,26.3277858339507,1.02814276355865,437.834612746055
5934,22.1724124908447,30.2328706741333,16.3880090479384,407.19625,90,7.11379455519019e-05,0.000269802189994972,0,22.1006122134981,43354.6571697198,378.50274406374,2,26.202641582489,1.0358583938214,399.976127505073
5964,22.7505481350807,30.8889453518776,16.257145399861,408.981290322581,120,0.000103510010376623,0.000261098893543521,0,22.5643575782601,43072.6411441706,392.988400924525,2,26.8197467434791,0.922102955620616,341.706788500425
5995,23.5550132751465,31.5682655334473,16.7937097558084,409.6696875,151,8.18446100184436e-05,0.000269802189994972,0,23.345165734064,42813.6495945508,432.353886284527,2,27.5616394042969,1.00639635242987,426.417924053614
6025,22.7818129016507,31.8590725806452,16.882212018447,408.906129032258,181,3.82202666091335e-05,0.000261098893543521,0,23.197894015217,42643.5395060741,447.236270074662,2,27.3204427411479,0.849369923494035,477.126792755411
6056,22.6125741958618,32.3178249359131,18.0951984930653,407.175,212,2.02193298182488e-05,0.000269802189994972,0,22.5200042997088,42636.5990642734,528.572124239076,2,27.4651995658875,0.930679757730104,457.965516535046
6087,23.502684211731,32.345101928711,19.800184746212,405.1921875,243,3.00200278774829e-05,0.000269802189994972,0,23.2982169832503,42798.9046728006,736.413329493542,2,27.923893070221,1.38858970929869,702.172260710592
6117,23.5168356618574,33.3899553852697,20.240686524904,403.426774193548,273,3.07606123722242e-05,0.000261098893543521,0,23.4507181334606,43054.3683484703,760.002133289706,2,28.4533955235635,1.57514351870744,763.115622898313
6148,23.7066627502442,33.1896224975586,20.2646910990946,403.621875,304,1.89173213915633e-05,0.000269802189994972,0,23.6772064753941,43336.4445042425,819.412624153924,2,28.4481426239014,1.45447546278592,790.081757762654
6178,23.7253002535912,33.3051903509325,18.8256901644038,405.071935483871,334,1.53583083382738e-05,0.000261098893543521,0,23.7141774636077,43594.024850437,771.1978342374,2,28.5152453022619,1.32835227551479,788.145016696442
6209,22.5652280807495,31.8019233703614,17.4819576789846,406.7571875,365,9.30006473771646e-05,0.000269802189994972,0,23.0959413437616,43759.0855600724,725.824753050537,2,27.1835757255554,1.1915383272426,859.313972055699
