"run_day","mint_C","maxt_C","swrad_MJm2day","co2_ppm","doy","precip_kgm2s","deforestation_fraction","burnt_area_fraction","mint_21day","dayl_21day","vpd_21day","management_type","avgTemp_C","wind_spd_ms","vpd_Pa"
2495,22.3422428131104,33.0117136001587,20.3601471978096,381.115,304,2.06452397997233e-05,0.000128087915792283,0,22.5954530625116,43336.4445042425,715.648407555263,2,27.6769782066345,1.18722621328197,709.542691072553
2525,22.63515625,33.1235024729083,19.1462021172082,382.407096774194,334,2.13601584271428e-05,0.000123956047540919,0,22.5258708338584,43594.024850437,773.40328859451,2,27.8793293614542,1.37486190997785,764.782515916725
2556,21.7637916564942,31.4532953262329,17.5377661923657,383.8934375,365,9.71250130270841e-05,0.000128087915792283,0,22.0357376552764,43759.0855600724,579.944013303355,2,26.6085434913635,1.07257692574058,653.268946814638
2587,21.4189287185669,29.9717975616455,17.1109970613743,385.470625,31,7.81404151476293e-05,0.000129109891681615,0,21.5040824799311,43759.0855600724,441.242487971385,2,25.6953631401062,1.07226427202113,512.180422306022
2616,21.600478108724,29.9118265787761,16.6584841203546,385.81,60,0.000108509481155744,0.000120780221250543,0,21.5872674366785,43597.9521825614,383.187591876394,2,25.75615234375,1.10011362110575,356.80383821836
2647,21.5457864761353,29.624169921875,16.4009717493054,386.0234375,91,0.000144990831758522,0.000129109891681615,0,21.4960245223273,43345.563999061,407.557234078942,2,25.5849781990051,0.891794815659523,439.160970761482
2677,21.8225578061996,30.378542795489,16.3764528884643,387.171935483871,121,0.000115335283516912,0.000124945056466079,0,21.6869737381942,43063.4925300801,366.440622316591,2,26.1005503008443,0.914497574731227,340.163797168353
2708,22.301696395874,29.9774709701538,16.4955812448639,388.4984375,152,0.000108010459529618,0.000129109891681615,0,22.2458974111648,42806.228562319,297.767284607231,2,26.1395836830139,0.818017625482753,339.771722667097
2738,21.6496648973035,31.0803506174395,17.1954966729737,387.785161290323,182,7.30759756672233e-05,0.000124945056466079,0,21.7473397109915,42640.4268016917,359.115990956477,2,26.3650077573715,0.808426102563258,316.726907190524
2769,21.8269401550293,32.0629430770874,18.4451060135231,386.40375,213,2.49889304683096e-05,0.000129109891681615,0,21.8774222237723,42639.4297007785,603.912531912933,2,26.9449416160584,0.959341300069354,502.007891546807
2800,22.3240819931031,33.1146827697754,19.7601703158171,384.1609375,244,1.69340057553088e-05,0.000129109891681615,0,22.0821955817087,42806.228562319,662.521367086778,2,27.7193823814392,1.16198030265514,648.717653017561
2830,22.5726178569179,33.1189346805696,20.7427983885855,383.20935483871,274,1.8263170182035e-05,0.000124945056466079,0,22.4099652596516,43063.4925300801,698.750344564931,2,27.8457762687437,1.2534994430119,705.546096742625
2861,23.394979095459,32.7108446121216,20.2228001827241,382.9959375,305,3.36685508365115e-05,0.000129109891681615,0,23.1803022838774,43345.563999061,765.639739361685,2,28.0529118537903,1.13061944535002,757.225631700626
2891,23.3327693816154,32.4302120085686,18.85140041151,384.151290322581,335,3.69419768485079e-05,0.000124945056466079,0,23.4602400397376,43601.3567059108,762.183328678865,2,27.881490695092,1.12783132775897,787.271905475849
2922,21.9128414154053,31.5706516265869,17.6623872602278,385.5171875,366,0.000107004971989904,0.000124945056466079,0,22.3306786037627,43762.0088377366,620.089139879628,2,26.7417465209961,0.849744995532092,660.247702123651
2953,21.874977684021,30.3702827453614,17.1217336915066,386.896875,31,7.60089472653715e-05,0.000502813168658087,0,21.8907827014015,43758.8119473318,426.997660036075,2,26.1226302146912,0.939329428074416,483.162882029931
2981,21.543663498451,29.8285398285965,17.1445485950214,387.461379310345,59,0.000177935556991863,0.000454153829755691,0,21.7343854832141,43601.8542087828,364.648607942436,2,25.6861016635237,1.0352805654422,370.98426903345
3012,21.8490396499634,30.1829830169678,16.9036401955464,388.778125,90,0.000134732527916358,0.000502813168658087,0,21.6606923784529,43354.6571697198,336.081846626465,2,26.0160113334656,0.956409636535682,337.021119086612
3042,22.0295575541835,30.2934558499244,16.3562713602525,389.526451612903,120,6.49837557370729e-05,0.000486593389023955,0,22.0327463363906,43072.6411441706,344.472452307007,2,26.1615067020539,1.0642151683569,347.724477652857
3073,22.0955835342407,29.8782640457154,16.6876232728814,390.1215625,151,8.25297253702169e-05,0.000502813168658087,0,22.1059620085217,42813.6495945508,300.73948651349,2,25.9869237899781,0.832280389266089,334.67651039553
3103,21.6136137931578,30.570203030494,17.1664748738386,389.501290322581,181,6.54477473670856e-05,0.000486593389023955,0,21.7753720988143,42643.5395060741,302.961542247898,2,26.0919084118259,0.826446082983767,249.933544813455
3134,21.9953580856323,31.9356094360352,18.0820608811117,388.0753125,212,3.16022279045545e-05,0.000502813168658087,0,21.7927020663307,42636.5990642734,513.499801308838,2,26.9654837608338,0.978325498639606,450.268782150669
3165,22.8284641265869,33.5157886505127,19.7734299584843,386.17,243,1.13984863902855e-05,0.000502813168658087,0,22.6578120095389,42798.9046728006,716.352141165273,2,28.1721263885498,1.20960203825962,654.959925071023
3195,23.1274421938004,34.0118898453251,20.9006999151186,384.784193548387,273,6.30597844221906e-06,0.000486593389023955,0,23.0734070011731,43054.3683484703,764.652211365947,2,28.5696660195628,1.59058321724015,785.95412114022
3226,23.6862312316895,33.8515487670899,20.3622724595947,384.4396875,304,8.85828802914377e-06,0.000502813168658087,0,23.5047846567064,43336.4445042425,849.859334690577,2,28.7688899993897,1.54583503468893,813.563865947751
3256,23.6577195690525,33.6844145744078,19.1133117296728,385.968709677419,334,1.53049239912541e-05,0.000486593389023955,0,23.5925702119936,43594.024850437,723.725236132384,2,28.6710670717301,1.45837127585565,743.098922372732
3287,22.7144914627075,32.1071134567261,17.6136095073189,387.37625,365,8.16723278184753e-05,0.000502813168658087,0,23.1517361958822,43759.0855600724,792.444061648669,2,27.4108024597168,1.24405825266149,890.519713123733
3318,22.5301452636719,31.2111183166504,17.0346747881711,388.6696875,31,8.22025972123489e-05,4.19011006930045e-05,0,22.4702003388178,43759.0855600724,525.172078717362,2,26.8706317901612,1.26812504749978,506.853285951481
3346,22.794587444437,30.9623583563443,17.0417444316901,390.148620689655,59,0.000114103043912181,3.78461554646492e-05,0,22.7332509709501,43601.8542087828,448.090660780808,2,26.8784729003906,1.30307924285017,498.305521319465
3377,22.9887062072754,31.5677925109864,16.748041331948,391.1396875,90,7.73038666373322e-05,4.19011006930045e-05,0,23.0776365643456,43354.6571697198,490.081274221646,2,27.2782493591309,1.32832117297221,481.689976089586
3407,22.7941813807334,30.9153666834678,16.1119284917619,392.418387096774,120,0.000128070718877069,4.05494522835527e-05,0,22.6721747754356,43072.6411441706,426.784606735175,2,26.8547740321006,0.88277090614241,448.406918558398
3438,23.2972150802613,31.1764513015747,16.6439956000956,392.983125,151,0.000108293180052325,4.19011006930045e-05,0,23.1726483208793,42813.6495945508,395.468727376685,2,27.236833190918,0.774011134519242,396.003572876799
3468,21.9091617707284,31.1175495762979,17.0235355438265,392.177419354839,181,4.70583280355746e-05,4.05494522835527e-05,0,22.3835835868496,42643.5395060741,419.073467899171,2,26.5133556735131,0.756317666656668,405.578032696089
3499,21.9394432067871,31.6225229263306,18.1719941043657,390.2609375,212,3.5917737585825e-05,4.19011006930045e-05,0,21.9611646833874,42636.5990642734,555.322723856968,2,26.7809830665589,0.843034439050825,527.897319274917
3530,22.4551740646363,32.9127861022949,19.6364179037791,388.4078125,243,2.03933689517774e-05,4.19011006930045e-05,0,22.306044560387,42798.9046728006,612.431711921137,2,27.6839800834656,0.94180179637624,583.275210617249
3560,22.9649429813508,33.9000685168851,20.84816229734,386.898387096774,273,1.01425120870177e-05,4.05494522835527e-05,0,22.7979451684908,43054.3683484703,687.93289006105,2,28.432505749118,1.40186273595018,658.704242947805
3591,23.761286354065,33.6448246002197,20.4343267108332,387.2278125,304,1.04846281474483e-05,4.19011006930045e-05,0,23.5307859057472,43336.4445042425,897.027866088412,2,28.7030554771424,1.20775887311902,848.232918384208
3621,22.8755382907006,33.1859493132561,19.1173972018696,388.623870967742,334,4.95918662393791e-05,4.05494522835527e-05,0,23.1709276799966,43594.024850437,793.593452246774,2,28.0307438019784,1.07722393321174,866.12983332539
3652,22.083757019043,31.9804979324341,17.8946550980404,389.755,365,6.05268467574799e-05,4.19011006930045e-05,0,22.3376496905373,43759.0855600724,629.642808591709,2,27.0321274757385,0.878534136689268,657.552941001526
3683,21.7176261901856,30.1649280548096,16.7980032782371,391.281875,31,6.68013575964696e-05,0.00013456044297737,0,21.7513000215803,43759.0855600724,417.294147069157,2,25.9412771224976,1.00607242516708,486.310038412456
3711,21.6730948612608,30.1150514799973,17.311012302787,391.841724137931,59,0.000138508183944051,0.000121538464624721,0,21.7114764033476,43601.8542087828,328.578357698076,2,25.894073170629,0.89598502090265,352.57347831076
3742,22.0559230804444,30.1667009353638,16.6979367973261,392.576875,90,0.000129223826978613,0.00013456044297737,0,21.9381660098122,43354.6571697198,357.869112290531,2,26.1113120079041,0.864536320208572,355.747185407311
3772,22.2675897413685,30.4561174946447,16.0381129905449,393.229032258065,120,0.000138313813489461,0.000130219783526487,0,22.167369171002,43072.6411441706,349.558701037306,2,26.3618536180066,0.781575536775974,336.915834736426
3803,23.1415649414063,30.6404376983643,16.7085924637806,394.160625,151,9.3917217798741e-05,0.00013456044297737,0,22.9503480638777,42813.6495945508,335.996115482412,2,26.8910013198853,0.8632466935087,354.758209100809
3833,22.4736651020665,31.5482835338962,16.9380609090407,393.754516129032,181,5.60864643332082e-05,0.000130219783526487,0,22.6997841361847,42643.5395060741,420.474229280821,2,27.0109743179814,0.953471083584572,389.510669667757
3864,22.0905166625977,31.895352935791,18.2230990442662,392.5484375,212,3.89274373669486e-05,0.00013456044297737,0,22.0692093531291,42636.5990642734,444.301060032037,2,26.9929347991944,0.972462366451509,421.303582018401
3895,22.7684198379517,33.2938276290894,19.8074749314176,390.204375,243,2.07970737541963e-05,0.00013456044297737,0,22.6450248718262,42798.9046728006,692.977862588816,2,28.0311237335205,1.22444755537435,622.875048356667
3925,23.0499078566028,33.7724321919103,20.7627320467524,389.113870967742,273,6.95138469402602e-06,0.000130219783526487,0,22.862919576853,43054.3683484703,689.83286831287,2,28.4111700242566,1.32247678791323,672.356869497165
3956,23.0594478607178,33.2202058792114,20.2701148191178,389.0025,304,2.60392486493376e-05,0.00013456044297737,0,23.1933386484782,43336.4445042425,807.808805621458,2,28.1398268699646,1.25617381744087,789.28093726206
3986,22.6718541299143,32.5666708669355,18.8447146806781,390.238709677419,334,2.99226781813152e-05,0.000130219783526487,0,22.7212751209827,43594.024850437,657.493713530968,2,27.6192624984249,1.03432558236584,712.268651779127
4017,22.7590776443482,32.3406044006348,17.7517658672591,391.810625,365,3.05585511241307e-05,0.00013456044297737,0,22.8518059412639,43759.0855600724,702.91356110711,2,27.5498410224915,1.3748940823134,698.708292136017
